Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude,Category
The Pearlies Live @ Bergy Bandroom,2025-07-03,19:00,Bergy Bandroom,"64 Sydney Rd, Brunswick VIC 3056, Australia",https://www.facebook.com/events/536381359185296/,-37.776327,144.9607158,Music
Non Profit Governance Training - Melbourne - July 2025,2025-07-03,10:00,Melbourne,"Online Melbourne, VIC 3000",https://www.eventbrite.com.au/e/non-profit-governance-training-melbourne-july-2025-registration-1349449221949?aff=ebdssbdestsearch,-37.8152065,144.963937,Talks/Workshops
Brighton Beach Boxes at Night -  Easy 6km,2025-07-03,18:20,Brighton Beach Station Car Park,"1 Esplanade Brighton, VIC 3186Get directions",https://www.eventbrite.com.au/e/brighton-beach-boxes-at-night-easy-6km-tickets-1400885709869?aff=ebdssbdestsearch,-37.9269127,144.9883969,Sport
Networking Event (VIC) Food & Bev Market Update,2025-07-03,18:00,The Mission to Seafarers Victoria,"717 Flinders Street Docklands, VIC 3005",https://www.eventbrite.com.au/e/networking-event-vic-food-bev-market-update-tickets-1351375864589?aff=ebdssbdestsearch,-37.8225172,144.951249,Business/Networking
DBSC - SB-01 Pre-Release - Gameology BRUNSWICK - 03/07/2025,2025-07-03,06:30,Gameology Brunswick,"36 Hope Street Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/dbsc-sb-01-pre-release-gameology-brunswick-03072025-tickets-1414488766979?aff=ebdssbdestsearch,-37.7638098,144.9595269,Games
Mousse Cannon Single Launch w/ LXRP + Special Guest,2025-07-03,19:00,280 Sydney Rd,"280 Sydney Road Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/mousse-cannon-single-launch-w-lxrp-special-guest-tickets-1398154721409?aff=ebdssbdestsearch,-37.7711488,144.9616353,Music
"July 3 | Singles Mingles – Wine, Connection & Conversation  Ruelle Wine Bar",2025-07-03,19:00,Ruelle Wine Bar,"30 Chatham Street Prahran, VIC 3181",https://www.eventbrite.com.au/e/july-3-singles-mingles-wine-connection-conversation-ruelle-wine-bar-tickets-1414988200799?aff=ebdssbdestsearch,-37.8491103,144.9932617,Social/Dating
Midpoint (Thur 7:30pm),2025-07-03,19:30,Transit Dance (Brunswick),"64 Dawson Street Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/midpoint-thur-730pm-tickets-1368147358579?aff=ebdssbdestsearch,-37.7701752,144.9559255,Theatre
Intersectional Practice,2025-07-03,09:30,100 Drummond St,"100 Drummond Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/intersectional-practice-tickets-1252544356889?aff=ebdssbdestsearch,-37.8043894,144.9681606,Talks/Workshops
"Victoria University Charity Dinner, July 2025",2025-07-03,18:00,Victoria University: VenU Restaurant - Footscray Nicholson Campus,"238A Nicholson Street Footscray, VIC 3011Get directions",https://www.eventbrite.com.au/e/victoria-university-charity-dinner-july-2025-tickets-1373979653129?aff=ebdssbdestsearch,-37.8048316,144.8982238,Unknown
July 3rd | Serves & Sparks:  A Pickleball Social for Singles 23-33 & 30-40,2025-07-03,18:00,PicklePlay Indoor Pickleball,"1 South Drive Bentleigh East, VIC 3165Get directions",https://www.eventbrite.com.au/e/july-3rd-serves-sparks-a-pickleball-social-for-singles-23-33-30-40-tickets-1422874157909?aff=ebdssbdestsearch,-37.9106715,145.0613664,Social/Dating
Somewhere Sober - With Geraldine Hickey,2025-07-03,05:30,75 Reid St,"75 Reid Street Fitzroy North, VIC 3068Get directions",https://www.eventbrite.com.au/e/somewhere-sober-with-geraldine-hickey-tickets-1365097737079?aff=ebdssbdestsearch,-37.7853324,144.9807648,Comedy
Sip and Paint in Melbourne: Vase with Irises by Van Gogh,2025-07-03,18:30,Ladder Art Space,"4/81 Denmark St Kew, VIC 3101Get directions",https://www.eventbrite.com.au/e/sip-and-paint-in-melbourne-vase-with-irises-by-van-gogh-tickets-106621662262?aff=ebdssbdestsearch,-37.8089958,145.0285779,Art
Saluhan Presents: Macho Dancer (1988) dir. Lino Brocka,2025-07-03,17:30,69 Capel St,"69 Capel Street West Melbourne, VIC 3003Get directions",https://www.eventbrite.com/e/saluhan-presents-macho-dancer-1988-dir-lino-brocka-tickets-1414891310999?aff=ebdssbdestsearch,-37.8065292,144.9547461,Cinema
BNI Innovation - Weekly Networking Breakfast,2025-07-03,07:30,West Brighton Club,"22 Park Street Brighton, VIC 3186",https://www.eventbrite.com.au/e/bni-innovation-weekly-networking-breakfast-tickets-576604699177?aff=ebdssbdestsearch,-37.9134388,144.9892288,Business/Networking
BNI Prestige - Weekly Networking,2025-07-03,06:45,Royal Brighton Yacht Club,"253 Esplanade Brighton, VIC 3186Get directions",https://www.eventbrite.com.au/e/bni-prestige-weekly-networking-tickets-590875974947?aff=ebdssbdestsearch,-37.9171926,144.9870773,Business/Networking
Yin in an Art Gallery,2025-07-03,17:00,Artful Yoga Gallery,"1 Vale Street St Kilda, VIC 3182Get directions",https://www.eventbrite.com.au/e/yin-in-an-art-gallery-tickets-1301627897079?aff=ebdssbdestsearch,-37.8661713,144.9817611,Talks/Workshops
Fresh Networking Narre Warren - Guest Registration,2025-07-03,07:45,Butlers Kitchen,"55 Victor Crescent Narre Warren, VIC 3805Get directions",https://www.eventbrite.com.au/e/fresh-networking-narre-warren-guest-registration-tickets-105203995984?aff=ebdssbdestsearch,-38.02240949999999,145.3121143,Business/Networking
DRAW/ME/YOU,2025-07-03,19:00,221 High St,"221 High Street Preston, VIC 3072",https://www.eventbrite.com.au/e/drawmeyou-tickets-1349257658979?aff=ebdssbdestsearch,-37.74535590000001,145.0025696,Art
Lesbian Speed Dating | Melbourne Singles Event | Fancy a Go?,2025-07-03,19:00,The Metropolitan Hotel,"265 William Street Melbourne, VIC 3000Get directions",https://www.eventbrite.com/e/lesbian-speed-dating-melbourne-singles-event-fancy-a-go-tickets-1393091968579?aff=ebdssbdestsearch,-37.812902,144.9566615,Social/Dating
Slow Dating | Ages 25-40 | Single Professionals | Melbourne | Offline Cupid,2025-07-03,19:00,Paradise Alley,"25 Easey Street Collingwood, VIC 3066Get directions",https://www.eventbrite.com.au/e/slow-dating-ages-25-40-single-professionals-melbourne-offline-cupid-registration-1409719672489?aff=ebdssbdestsearch,-37.7979148,144.9860106,Social/Dating
FRENCH DINNER WITH SAKE BREWERY,2025-07-03,19:00,Philippe,"115 Collins Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/french-dinner-with-sake-brewery-tickets-1400910363609?aff=ebdssbdestsearch,-37.8147295,144.9700165,Talks/Workshops
Alicia Komaki Youth Girls Skills Clinic,2025-07-03,09:00,Melbourne Sports & Aquatic Centre,"30 Aughtie Dr Albert Park, VIC 3206",https://www.eventbrite.com.au/e/alicia-komaki-youth-girls-skills-clinic-tickets-1413183994369?aff=ebdssbdestsearch,-37.8433729,144.9613557,Sport
Baby Safe Program: Safe Sleeping Small Group Class 2025,2025-07-03,18:45,Prahran High School,"138 High Street Windsor, VIC 3181",https://www.eventbrite.com.au/e/baby-safe-program-safe-sleeping-small-group-class-2025-tickets-1095722799389?aff=ebdssbdestsearch,-37.8517332,144.9913415,Talks/Workshops
Becoming Her: Reignite. Reinvent. Rise.,2025-07-03,19:00,Prince Alfred Richmond,"619 Church Street Richmond, VIC 3121Get directions",https://www.eventbrite.com/e/becoming-her-reignite-reinvent-rise-tickets-1422692644999?aff=ebdssbdestsearch,-37.8324749,144.996906,Business/Networking
Radical Women of Cycling: Melbourne [Couch Chats],2025-07-03,18:00,MAAP LaB Melbourne,"33 Wellington Street Collingwood, VIC 3066Get directions",https://www.eventbrite.com.au/e/radical-women-of-cycling-melbourne-couch-chats-tickets-1388826640869?aff=ebdssbdestsearch,-37.807412,144.9857314,Talks/Workshops
Paint n Sip in Melbourne | Midnight Glow,2025-07-03,18:30,Ladder Art Space,"4/81 Denmark St Kew, VIC 3101",https://www.eventbrite.com.au/e/paint-n-sip-in-melbourne-midnight-glow-tickets-130845647855?aff=ebdssbdestsearch,-37.8089958,145.0285779,Art
ASSCR VIC EMCR Symposium,2025-07-03,09:00,Learning and Teaching Building,"19 Ancora Imparo Way Clayton, VIC 3168",https://www.eventbrite.com.au/e/asscr-vic-emcr-symposium-tickets-1289072192629?aff=ebdssbdestsearch,-37.9139139,145.1325609,Talks/Workshops
Melbourne Lesbian Singles Night | MyCheekyGayDate | Lesbian Speed Dating,2025-07-03,19:00,The Metropolitan Hotel,"265 William Street Melbourne, VIC 3000",https://www.eventbrite.com/e/melbourne-lesbian-singles-night-mycheekygaydate-lesbian-speed-dating-tickets-1392611310919?aff=ebdssbdestsearch,-37.812902,144.9566615,Social/Dating
Responding to emotions in cancer workshop #1,2025-07-03,09:00,Victorian Comprehensive Cancer Centre,"Level 13, Meeting Room 1 305 Grattan St Melbourne, VIC 3000",https://www.eventbrite.com.au/e/responding-to-emotions-in-cancer-workshop-1-tickets-1329323114219?aff=ebdssbdestsearch,-37.800197,144.9567095,Talks/Workshops
Working with relational trauma: Adult Exploration of Attachment Interview,2025-07-03,09:30,Elie - 27 Royal Parade Parkville (Gestalt Centre Training Campus),"27 Royal Parade Parkville, VIC 3052",https://www.eventbrite.com.au/e/working-with-relational-trauma-adult-exploration-of-attachment-interview-tickets-1066273746479?aff=ebdssbdestsearch,-37.7962081,144.9574069,Talks/Workshops
Camberwell Business Club,2025-07-03,13:00,Deco Cafe,"Level 1, 211 Camberwell Road [Opposite The Rivoli Cinemas] Camberwell, VIC 3124Get directions",https://www.eventbrite.com.au/e/camberwell-business-club-tickets-482212208697?aff=ebdssbdestsearch,-37.8303762,145.0560239,Business/Networking
Sound Bath Meditation in an Art Gallery,2025-07-03,18:00,Artful Yoga Gallery,"1 Vale Street St Kilda, VIC 3182",https://www.eventbrite.com.au/e/sound-bath-meditation-in-an-art-gallery-tickets-1301630294249?aff=ebdssbdestsearch,-37.8661713,144.9817611,Talks/Workshops
Fresh Networking  Hawthorn - Guest Registration,2025-07-03,07:30,Now & Then Cafe kew,"204 High Street Kew, VIC 3101",https://www.eventbrite.com.au/e/fresh-networking-hawthorn-guest-registration-tickets-105198467448?aff=ebdssbdestsearch,-37.806456,145.0322634,Business/Networking
SILSDA VICTORIA MAXIMISING SIL IMPACT CONFERENCE,2025-07-03,08:30,RACV City Club,"501 Bourke Street Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/silsda-victoria-maximising-sil-impact-conference-tickets-1423081829059?aff=ebdssbdestsearch,-37.8158734,144.9596569,Talks/Workshops
Who Killed Anna Key?,2025-07-03,19:00,The Butterfly Club,"5 Carson Place Melbourne, VIC 3000",https://www.eventbrite.co.uk/e/who-killed-anna-key-tickets-1329354558269?aff=ebdssbdestsearch,-37.8154472,144.9652725,Theatre
Fresh Networking  South Melbourne - Guest Registration,2025-07-03,12:30,The Montague Hotel,"355 Park Street South Melbourne, VIC 3205",https://www.eventbrite.com.au/e/fresh-networking-south-melbourne-guest-registration-tickets-575146868767?aff=ebdssbdestsearch,-37.8376086,144.9540214,Business/Networking
Plate Lithography,2025-07-03,10:00,Australian Print Workshop,"210 Gertrude Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/plate-lithography-tickets-1119413398609?aff=ebdssbdestsearch,-37.8064244,144.9815567,Talks/Workshops
Queen: Its A Kinda Magic - Melbourne,2025-07-03,19:30,Palladium at Crown,"Level 1 Crown Towers, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",https://www.facebook.com/events/1621359165173105/,-37.822181,144.959875,Music
Paul Buchanans Blues Express & Thursday Night Jam!,2025-07-03,00:00,Hume Blues Club Inc,"27 Ballantyne St, Thornbury VIC 3071, Australia",https://www.facebook.com/events/1440848333759104/,-37.7588241,144.9985126,Music
The Sound State Experience,2025-07-04,19:00,All For One Yarraville,"13 Campbell Street Yarraville, VIC 3013Get directions",https://www.eventbrite.com.au/e/the-sound-state-experience-tickets-1406465649619?aff=ebdssbdestsearch,-37.8203882,144.8943119,Talks/Workshops
Fresh Networking Abbotsford - Guest Registration,2025-07-04,08:00,Au79,"29 Nicholson Street #27 Abbotsford, VIC 3067Get directions",https://www.eventbrite.com.au/e/fresh-networking-abbotsford-guest-registration-tickets-104932431728?aff=ebdssbdestsearch,-37.808833,144.995982,Business/Networking
"Hey, come here.",2025-07-04,19:00,Club Voltaire,"14 Raglan Street #1st Floor North Melbourne, VIC 3051Get directions",https://www.eventbrite.com/e/hey-come-here-tickets-1400764407049?aff=ebdssbdestsearch,-37.8042574,144.9501433,Comedy
Melbourne speed dating Cheeky Events Australia in St. Kilda-ages 26-44,2025-07-04,06:45,Ellora St Kilda,"1 Fitzroy Street St Kilda Melbourne, VIC 3182",https://www.eventbrite.com.au/e/melbourne-speed-dating-cheeky-events-australia-in-st-kilda-ages-26-44-tickets-1246730156459?aff=ebdssbdestsearch,-37.8570977,144.9824706,Social/Dating
PRIVATE CELLAR: Tuscan Wine Dinner,2025-07-04,19:00,"Life's Too Short Bar, Tribeca Arcade, Victoria Parade, East Melbourne VIC, Australia","412 Victoria Parade #Shop 2 East Melbourne, VIC 3002Get directions",https://www.eventbrite.com.au/e/private-cellar-tuscan-wine-dinner-tickets-1369987703099?aff=ebdssbdestsearch,-37.8096207,144.985273,Error
In Pour Taste - A Comedy Wine Tasting Experience,2025-07-04,18:30,Riverside Kitchen & Bar,"75 Newsom Street Ascot Vale, VIC 3032Get directions",https://www.eventbrite.com/e/in-pour-taste-a-comedy-wine-tasting-experience-tickets-1393612665999?aff=ebdssbdestsearch,-37.7768621,144.9008462,Comedy
Bx Networking South Melbourne - Business Networking in Melbourne,2025-07-04,08:00,Hobba Cafe,"428 Malvern Road Prahran, VIC 3181Get directions",https://www.eventbrite.com.au/e/bx-networking-south-melbourne-business-networking-in-melbourne-tickets-163491165477?aff=ebdssbdestsearch,-37.8479584,145.000708,Business/Networking
Rumble Coffee Roasters Coffee Cupping,2025-07-04,15:00,Rumble Coffee Roasters,"348 Macaulay Road Kensington, VIC 3031",https://www.eventbrite.com.au/e/rumble-coffee-roasters-coffee-cupping-tickets-1344966544139?aff=ebdssbdestsearch,-37.7947678,144.9342535,Talks/Workshops
"Ironstone w/ Ghostseeker, Arkángel and Chapel Hill (SA)",2025-07-04,19:00,Stay Gold,"133 Sydney Road Brunswick, VIC 3056",https://www.eventbrite.com.au/e/ironstone-w-ghostseeker-arkangel-and-chapel-hill-sa-tickets-1392043693159?aff=ebdssbdestsearch,-37.77435880000001,144.9606103,Music
Club Desire X Jungl presents Boiler Room at LOVE MACHINE,2025-07-04,22:00,Love Machine,"228A Malvern Road Prahran, VIC 3181Get directions",https://www.eventbrite.com/e/club-desire-x-jungl-presents-boiler-room-at-love-machine-tickets-1397661435979?aff=ebdssbdestsearch,-37.8471331,144.9948088,Music
Kindred Singles (20s - 40s) - A Speed Dating Event for Conscious Relating.,2025-07-04,18:30,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181Get directions",https://www.eventbrite.com.au/e/kindred-singles-20s-40s-a-speed-dating-event-for-conscious-relating-tickets-1359893801969?aff=ebdssbdestsearch,-37.8509316,144.9933031,Social/Dating
I ❤️ RNB -  BOTTOMLESS SUPPER CLUB - OFFICIAL LAUNCH,2025-07-04,19:00,The Emerson Rooftop Bar and Club,"141-145 Commercial Road South Yarra, VIC 3141Get directions",https://www.eventbrite.com.au/e/i-rnb-bottomless-supper-club-official-launch-tickets-1362897275439?aff=ebdssbdestsearch,-37.8462997,144.9911964,Music
"Echo Social Club / Marionette / Necko live at Cherry Bar, FRI JULY 4",2025-07-04,20:00,"Cherry Bar, Little Collins Street, Melbourne VIC, Australia","68 Little Collins Street Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/echo-social-club-marionette-necko-live-at-cherry-bar-fri-july-4-tickets-1381359596739?aff=ebdssbdestsearch,-37.8129293,144.9714986,Music
Replicant Records presents Mental Broadcast & Android Dreams [Brazil],2025-07-04,21:00,my aeon,"791 Sydney Road Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/replicant-records-presents-mental-broadcast-android-dreams-brazil-tickets-1381588411129?aff=ebdssbdestsearch,-37.7581868,144.9633301,Music
Cosmic Rest: Replenish in Celestial Stillness,2025-07-04,06:30,"Oshun Yoga - Yoga Classes, Pilates and Meditation Reservoir","20 Gellibrand Crescent Reservoir, VIC 3072Get directions",https://www.eventbrite.com.au/e/cosmic-rest-replenish-in-celestial-stillness-tickets-1362448051799?aff=ebdssbdestsearch,-37.7038553,145.0067149,Unknown
Nordic Approach X InterAmerican Coffee Cupping at Crimson Coffee,2025-07-04,14:00,Crimson Coffee,"686 Elizabeth Street Melbourne, VIC 3000Get directions",https://www.eventbrite.com/e/nordic-approach-x-interamerican-coffee-cupping-at-crimson-coffee-tickets-1426102574189?aff=ebdssbdestsearch,-37.8024275,144.9582797,Talks/Workshops
Basement Fridays Grand Opening,2025-07-04,22:00,Khokolat Bar,"43 Hardware Lane Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/basement-fridays-grand-opening-tickets-1423021167619?aff=ebdssbdestsearch,-37.8135355,144.961148,Music
ARJ BARKER,2025-07-04,19:00,Royal Brighton Yacht Club,"253 Esplanade Brighton, VIC 3186Get directions",https://www.eventbrite.com.au/e/arj-barker-tickets-1425634373789?aff=ebdssbdestsearch,-37.9171926,144.9870773,Comedy
Wolfpac Wine Tasting at a Melbourne Winery,2025-07-04,19:00,MELBOURNE WINERY,"247 Flinders Lane Melbourne, VIC 3000Get directions",https://www.eventbrite.com/e/wolfpac-wine-tasting-at-a-melbourne-winery-tickets-1413024928599?aff=ebdssbdestsearch,-37.8168963,144.9660953,Business/Networking
CLUB KESHA Album Release PartyParty FRI JULY 4,2025-07-04,21:00,Yah Yahs,"99 Smith Street Fitzroy, VIC 3065Get directions",https://www.eventbrite.com.au/e/club-kesha-album-release-partyparty-fri-july-4-tickets-1432785944329?aff=ebdssbdestsearch,-37.8058635,144.9829641,Music
Paint in the Dark© 18+ UV Light Disco Party,2025-07-04,19:00,Paint for Fun,"252 Graham Street #Unit 1 Port Melbourne, VIC 3207Get directions",https://www.eventbrite.com.au/e/paint-in-the-dark-18-uv-light-disco-party-tickets-1362479004379?aff=ebdssbdestsearch,-37.8386895,144.9385483,Art
U Make Me Wanna Love 90's R&B,2025-07-04,20:00,Dimples Essendon,"100 Fletcher Street Essendon, VIC 3040Get directions",https://www.eventbrite.com.au/e/u-make-me-wanna-love-90s-rb-tickets-1363838179709?aff=ebdssbdestsearch,-37.7548015,144.918333,Music
Midpoint (Fri 7:30pm),2025-07-04,19:30,Transit Dance (Brunswick),"64 Dawson Street Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/midpoint-fri-730pm-tickets-1368148913229?aff=ebdssbdestsearch,-37.7701752,144.9559255,Theatre
Street Art Laneway tour + Melbourne City Highlight,2025-07-04,19:00,Riverland Bar (Outside the bar by the Yarra River),"Federation Wharf Vaults 1-9 Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/street-art-laneway-tour-melbourne-city-highlight-tickets-1408119125209?aff=ebdssbdestsearch,-37.984885,145.2205323,Talks/Workshops
Zoho Social Training Online - Melbourne,2025-07-04,08:00,Melbourne,"Zoom Melbourne, VIC 3000",https://www.eventbrite.com.au/e/zoho-social-training-online-melbourne-tickets-1258016173239?aff=ebdssbdestsearch,-37.8152065,144.963937,Talks/Workshops
Drag Bingo Dinner Show at Overnewton Castle,2025-07-04,19:00,Overnewton Castle,"51 Overnewton Road Keilor, VIC 3036",https://www.eventbrite.com.au/e/drag-bingo-dinner-show-at-overnewton-castle-tickets-1204335342429?aff=ebdssbdestsearch,-37.7048096,144.8209018,Comedy
BASS UNITED curated by PULSE,2025-07-04,21:00,Rubix Warehouse,"36 Phoenix Street Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/bass-united-curated-by-pulse-tickets-1393390150449?aff=ebdssbdestsearch,-37.7696975,144.9575115,Music
"Soil Science Australia 70 year Celebration - Past, Present and Future",2025-07-04,17:00,The Royal Society of Victoria,"8 La Trobe Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/soil-science-australia-70-year-celebration-past-present-and-future-tickets-1352789863899?aff=ebdssbdestsearch,-37.80765239999999,144.9693135,Talks/Workshops
Tou-Can at the Retreat w/Sam Darcy band and Midnight Violet,2025-07-04,19:30,280 Sydney Rd,"280 Sydney Road Brunswick, VIC 3056",https://www.eventbrite.com.au/e/tou-can-at-the-retreat-wsam-darcy-band-and-midnight-violet-tickets-1398048062389?aff=ebdssbdestsearch,-37.7711488,144.9616353,Music
BEN KNIGHT - THE PARENT/TEACHER INTERVIEW - MELBOURNE,2025-07-04,18:00,The Comic's Lounge,"26 Errol Street #1 North Melbourne, VIC 3051Get directions",https://www.eventbrite.com.au/e/ben-knight-the-parentteacher-interview-melbourne-tickets-1365189782389?aff=ebdssbdestsearch,-37.8045082,144.9495239,Comedy
BNI QUANTUM - In Person Networking Event,2025-07-04,06:45,SNA CAFE,"480 Saint Kilda Road Melbourne, VIC 3004",https://www.eventbrite.com.au/e/bni-quantum-in-person-networking-event-tickets-1040236233577?aff=ebdssbdestsearch,-37.8427264,144.9773176,Business/Networking
BNI Horizon Networking,2025-07-04,06:45,Sandringham Yacht Club,"32 Jetty Road Sandringham, VIC 3191",https://www.eventbrite.com.au/e/bni-horizon-networking-tickets-1022460947217?aff=ebdssbdestsearch,-37.9458013,144.9958227,Business/Networking
Authentic Relating Games night,2025-07-04,19:00,AKA Studio Yoga,"130C Nicholson Street Brunswick East, VIC 3057",https://www.eventbrite.com.au/e/authentic-relating-games-night-tickets-633255352807?aff=ebdssbdestsearch,-37.767095,144.980478,Games
Maja - Winter Tour (Melbourne Show),2025-07-04,20:30,Creature Bar,"140 Lygon Street Brunswick East, VIC 3057Get directions",https://www.eventbrite.com.au/e/maja-winter-tour-melbourne-show-tickets-1409704186169?aff=ebdssbdestsearch,-37.7738377,144.9715201,Music
Inspired Netwalking,2025-07-04,10:45,Small Street Shelter shed,"beach rd hampton, VIC 3186Get directions",https://www.eventbrite.com.au/e/inspired-netwalking-tickets-1392101054729?aff=ebdssbdestsearch,-37.9378545,144.9984975,Business/Networking
Gamma Ray Bursts,2025-07-04,19:00,Solace Bar,"21-25 Croft Alley Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/gamma-ray-bursts-tickets-1349582971999?aff=ebdssbdestsearch,-37.812055,144.969092,Music
"Bollywood Club Presents GULABO at Crown, Melbourne",2025-07-04,21:30,Crown Melbourne,"8 Whiteman Street Southbank, VIC 3006Get directions",https://www.eventbrite.com.au/e/bollywood-club-presents-gulabo-at-crown-melbourne-tickets-1408255081859?aff=ebdssbdestsearch,-37.8239578,144.9594467,Music
SIN CITY @ Billboards,2025-07-04,21:00,170 Russell St,"170 Russell Street Melbourne, VIC 3000Get directions",https://www.eventbrite.com.au/e/sin-city-billboards-tickets-1391914536849?aff=ebdssbdestsearch,-37.8119586,144.9679969,Music
Charades ft. PARIS [4 Hour Set],2025-07-04,23:00,Sub Club Melbourne,"Flinders Court Melbourne, VIC 3000",https://www.eventbrite.com.au/e/charades-ft-paris-4-hour-set-tickets-1393628222529?aff=ebdssbdestsearch,-37.8179755,144.9644539,Music
"Pottery Social Clay - Make Your Own Face Planter, flowers vase -  Melbourne",2025-07-04,18:30,Urth Clay Studio,"68B Bulla Road Strathmore, VIC 3041Get directions",https://www.eventbrite.com.au/e/pottery-social-clay-make-your-own-face-planter-flowers-vase-melbourne-tickets-772716795737?aff=ebdssbdestsearch,-37.7376746,144.9064462,Art
Candlelight and Sound Bath: rebalance and rejuvenate | Monthly Event,2025-07-04,18:30,96 Middlesex Rd,"96 Middlesex Road Surrey Hills, VIC 3127",https://www.eventbrite.com.au/e/candlelight-and-sound-bath-rebalance-and-rejuvenate-monthly-event-tickets-1316920016219?aff=ebdssbdestsearch,-37.8327671,145.0885317,Talks/Workshops
Wingman's PM Roadshow - Melbourne July 2025,2025-07-04,08:00,Melbourne City,". Melbourne, VIC 3000",https://www.eventbrite.com.au/e/wingmans-pm-roadshow-melbourne-july-2025-tickets-1320815628099?aff=ebdssbdestsearch,-37.8152065,144.963937,Business/Networking
Josh Light and The Unfurling at The Lomond Hotel.,2025-07-04,21:00,The Lomond Hotel,"225 Nicholson Street Brunswick East, VIC 3057",https://www.eventbrite.com.au/e/josh-light-and-the-unfurling-at-the-lomond-hotel-tickets-1411329858599?aff=ebdssbdestsearch,-37.7670861,144.9800057,Music
Adobe Photoshop Essentials Course,2025-07-04,09:00,Australian City Design College,"802/343 Little Collins Street #802 Melbourne, VIC 3000Get directions",https://www.eventbrite.com/e/adobe-photoshop-essentials-course-tickets-411815209377?aff=ebdssbdestsearch,-37.8154152,144.9634432,Talks/Workshops
The SamAwry Show,2025-07-04,19:40,Bad Decisions Bar,"46 Johnston Street Fitzroy, VIC 3065Get directions",https://www.eventbrite.com.au/e/the-samawry-show-tickets-1411364602519?aff=ebdssbdestsearch,-37.7982299,144.9762933,Comedy
Up Late: Pursuits of Pleasure,2025-07-04,00:00,The Wheeler Centre,"176 Little Lonsdale St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1419714189444474/,-37.8101765,144.9652219,Talks/Workshops
Melbourne International Comedy Festival Roadshow,2025-07-04,19:30,Melbourne International Comedy Festival,Melbourne,https://www.facebook.com/events/555284244141074/,-37.8136,144.9631,Comedy
Melbourne DedCity Rumble Tour '25 'The Great Southern TakeOver Mr Boogie Man Bar,2025-07-04,18:00,Mr Boogie Man Bar,"160 Hoddle St, Abbotsford VIC 3067, Australia",https://www.facebook.com/events/609093291851339/,-37.80245,144.99295304614787,Music
Stars of Countdown Live in Concert – The Palms at Crown,2025-07-04,19:30,Palladium at Crown,"Level 1 Crown Towers, Crown Melbourne, 8 Whiteman St, Southbank VIC 3006, Australia",https://www.facebook.com/events/569001592621976/,-37.822181,144.959875,Music
Charades ft. PARIS [4 Hour Set],2025-07-04,00:00,Sub Club Melbourne,"Flinders Ct, Melbourne VIC 3000, Australia",https://www.facebook.com/events/656208904041067/,-37.81776587,144.96433104920948,Other
Little Birdy - Bigbiglove 21st Birthday Tour - Melbourne,2025-07-04,00:00,The Corner Hotel,"57 Swan St, Richmond VIC 3121",https://www.facebook.com/events/9279687805493137/,-37.82464307,144.9926962,Music
ZÖJ - Give Water to Birds,2025-07-04,19:00,Melbourne Recital Centre,"31 Sturt St, Southbank VIC 3006, Australia",https://www.facebook.com/events/1167751337986031/,-37.82408485,144.96758763141432,Other
Joey Lightbulb & Friends (Northcote SC 20th Birthday Opening Party!),2025-07-04,20:00,Northcote Social Club,"301 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/2135622393518248/,-37.771471,144.998414,Music
MTG - Final Fantasy Draft Event - Gameology BRUNSWICK - 05/07/2025,2025-07-05,11:30,Gameology Brunswick,"36 Hope Street Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/mtg-final-fantasy-draft-event-gameology-brunswick-05072025-tickets-1414499479019?aff=ebdssbdestsearch,-37.7638098,144.9595269,Games
my aeon presents... fabrication I gabriel moraes I butterz qld... july 05,2025-07-05,21:00,my aeon,"791 Sydney Road Brunswick, VIC 3056Get directions",https://www.eventbrite.com.au/e/my-aeon-presents-fabrication-i-gabriel-moraes-i-butterz-qld-july-05-tickets-1372181514849?aff=ebdssbdestsearch,-37.7581868,144.9633301,Music
Sip and Paint in Melbourne: Twilight Walk on the Beach,2025-07-05,18:30,Ladder Art Space,"4/81 Denmark St Kew, VIC 3101Get directions",https://www.eventbrite.com.au/e/sip-and-paint-in-melbourne-twilight-walk-on-the-beach-tickets-130853433141?aff=ebdssbdestsearch,-37.8089958,145.0285779,Art
